1, 0, 1.021, 1.020697, 84087, ,
2, 1, 1.452, 0.446751, 84087, ,
3, 0, 1.480, 0.458749, 84087, ,
4, 1, 1.903, 0.451181, 84087, ,
5, 0, 1.929, 0.448708, 84087, ,
6, 1, 2.359, 0.455897, 84087, ,
7, 0, 2.390, 0.461414, 84087, ,
8, 2, 2.470, 0.461223, 84087, ,
9, 1, 2.806, 0.447483, 84087, ,
10, 0, 2.838, 0.448048, 84087, ,
11, 2, 2.926, 0.455245, 84087, ,
12, 1, 3.254, 0.447954, 84087, ,
13, 0, 3.289, 0.450473, 84087, ,
14, 2, 3.380, 0.454037, 84087, ,
15, 3, 3.462, 0.452447, 84087, ,
16, 1, 3.711, 0.456231, 84087, ,
17, 0, 3.743, 0.454771, 84087, ,
18, 2, 3.837, 0.456927, 84087, ,
19, 3, 3.918, 0.455705, 84087, ,
20, 1, 4.161, 0.449847, 84087, ,
21, 0, 4.192, 0.448137, 84087, ,
22, 2, 4.300, 0.462745, 84087, ,
23, 4, 4.471, 0.458501, 84087, ,
24, 3, 4.482, 0.563552, 84087, ,
25, 1, 4.610, 0.449267, 84087, ,
26, 0, 4.640, 0.448626, 84087, ,
27, 2, 4.755, 0.455574, 84087, ,
28, 4, 4.922, 0.450711, 84087, ,
29, 3, 4.958, 0.475790, 84087, ,
30, 1, 5.059, 0.448730, 84087, ,
31, 0, 5.086, 0.445630, 84087, ,
32, 2, 5.203, 0.447880, 84087, ,
33, 4, 5.371, 0.449499, 84087, ,
34, 3, 5.409, 0.451206, 84087, ,
35, 5, 5.464, 0.450331, 84087, ,
36, 1, 5.509, 0.449812, 84087, ,
37, 0, 5.537, 0.450691, 84087, ,
38, 2, 5.649, 0.446145, 84087, ,
39, 4, 5.817, 0.445508, 84087, ,
40, 3, 5.863, 0.453886, 84087, ,
41, 5, 5.925, 0.461027, 84087, ,
42, 1, 5.968, 0.459068, 84087, ,
43, 0, 6.001, 0.464303, 84087, ,
44, 2, 6.197, 0.547907, 84087, ,
45, 4, 6.268, 0.451119, 84087, ,
46, 3, 6.317, 0.454461, 84087, ,
47, 5, 6.379, 0.453443, 84087, ,
48, 1, 6.425, 0.457603, 84087, ,
49, 0, 6.461, 0.459399, 84087, ,
50, 6, 6.487, 0.471799, 84087, ,
51, 2, 6.645, 0.447651, 84087, ,
52, 4, 6.714, 0.445766, 84087, ,
53, 3, 6.776, 0.458758, 84087, ,
54, 5, 6.825, 0.446189, 84087, ,
55, 1, 6.885, 0.459707, 84087, ,
56, 0, 6.934, 0.473124, 84087, ,
57, 6, 6.962, 0.475072, 84087, ,
58, 2, 7.097, 0.451925, 84087, ,
59, 4, 7.162, 0.448514, 84087, ,
60, 3, 7.225, 0.448993, 84087, ,
61, 5, 7.273, 0.448352, 84087, ,
62, 1, 7.343, 0.458161, 84087, ,
63, 0, 7.387, 0.453600, 84087, ,
64, 6, 7.427, 0.464474, 84087, ,
65, 7, 7.477, 0.458039, 84087, ,
66, 2, 7.544, 0.447176, 84087, ,
67, 4, 7.610, 0.447569, 84087, ,
68, 3, 7.673, 0.447871, 84087, ,
69, 5, 7.722, 0.448765, 84087, ,
70, 1, 7.794, 0.451163, 84087, ,
71, 0, 7.844, 0.456724, 84087, ,
72, 6, 7.885, 0.458493, 84087, ,
73, 7, 7.933, 0.455951, 84087, ,
74, 2, 7.994, 0.450120, 84087, ,
75, 4, 8.059, 0.449052, 84087, ,
76, 3, 8.122, 0.448963, 84087, ,
77, 5, 8.175, 0.453298, 84087, ,
78, 1, 8.245, 0.450361, 84087, ,
79, 0, 8.292, 0.447870, 84087, ,
80, 7, 8.385, 0.451742, 84087, ,
81, 6, 8.438, 0.552837, 84087, ,
82, 2, 8.444, 0.449287, 84087, ,
83, 8, 8.475, 0.451066, 84087, ,
84, 4, 8.507, 0.447687, 84087, ,
85, 3, 8.571, 0.448648, 84087, ,
86, 5, 8.623, 0.447103, 84087, ,
87, 1, 8.691, 0.446613, 84087, ,
88, 0, 8.742, 0.449400, 84087, ,
89, 7, 8.836, 0.451469, 84087, ,
90, 2, 8.919, 0.475796, 84087, ,
91, 8, 8.945, 0.470717, 84087, ,
92, 4, 8.983, 0.475765, 84087, ,
93, 6, 8.989, 0.550291, 84087, ,
94, 3, 9.027, 0.456214, 84087, ,
95, 5, 9.071, 0.448135, 84087, ,
96, 1, 9.139, 0.447485, 84087, ,
97, 0, 9.190, 0.448198, 84087, ,
98, 7, 9.290, 0.453709, 84087, ,
99, 2, 9.372, 0.452640, 84087, ,
100, 8, 9.401, 0.456058, 84087, ,
101, 4, 9.430, 0.447432, 84087, ,
102, 6, 9.462, 0.473407, 84087, ,
